fração_id,condominio,bloco,andar,porta,tipo_fracao,area_m2,quota_mensal,proprietario_nome,proprietario_nif,data_aquisicao,valor_aquisicao,situacao
FR2116,Torres do Sol,Torre 2,12,12A,T2,80.4,142.17,Mariana Correia Oliveira,173135509,07/04/2015,144881.72,ARRENDADA
FR1742,Torres do Sol,Torre 2,3,3D,T2,84.3,152.83,Maria Ribeiro Correia,111578826,2016-05-13,127874.92,Arrendada
FR1975,Residencial Atlântico,B,2,2F,T3,136.3,166.64,António Nunes Soares,199911228,2009-06-27,132557.64,Arrendada
FR2002,Condomínio Central,C,2,2D,T1,64.1,85.7,Hugo Neves Marques,199067168,2023-06-05,128957.95,Ocupada
FR0991,Torres do Sol,Torre 1,7,7E,T2,79.9,141.58,Vasco Cardoso Reis,237015098,2009-10-22,90363.27,Vazia
FR0231,Quinta das Palmeiras,A,3,3C,T3,133.4,132.91,Nuno Soares Jesus,150381040,2006-06-24,108256.23,Ocupada
FR0496,Quinta das Palmeiras,A,-1,G62,Garagem,73.8,81.46,João Gonçalves Vieira,194049868,2008-03-15,71751.79,Ocupada
FR2327,Jardins da Cidade,Norte,-1,G13,Garagem,77.7,80.39,Mónica Reis Matos,197233301,2012-06-25,50261.9,Ocupada
FR0879,Condomínio Central,C,7,7F,T1,65.8,103.68,Jorge Ribeiro Pires,184852128,2022-07-28,200425.97,Ocupada
FR0394,Quinta das Palmeiras,A,0,0E,T1,46.0,45.63,Filipa Mendes Oliveira,109678081,2009-01-15,15863.8,Arrendada
FR0721,Condomínio Central,C,0,Loja B,Loja,97.5,140.41,Mónica Pires Teixeira,154703650,2008-12-05,60599.67,Vazia
FR1710,Torres do Sol,Torre1,6,6B,T2,96.6,172.18,Vasco Raposo Martins,214009200,2013-01-24,160935.13,Ocupada
FR0243,Residencial Atlântico,C,8,8D,T1,62.3,58.98,Ana Moreira Correia,260484235,2019-03-18,112850.78,Em obras
FR0971,Vila Verde,A,1,1E,T4,197.3,159.03,Vítor Mendes Soares,148647333,2012-11-11,332278.89,Ocupada
FR1901,Condomínio Central,D,2,2B,T2,76.9,123.17,Ricardo Carvalho Marques,272103290,2011-06-20,76221.91,Arrendada
FR1650,Condomínio Central,A,-1,G100,Garagem,97.8,144.97,Pedro Silva Pereira,191786079,2023-04-08,124182.31,Arrendada
FR2477,Jardins da Cidade,Norte,5,5A,T1,48.2,56.71,Marta Machado Cruz,203207767,2007-02-22,49282.63,ocupada
FR0571,Quinta das Palmeiras,b,-1,G12,Garagem,86.4,92.9,Joana Lopes Coelho,207854672,2006-09-11,,Vazia
FR0318,Jardins da Cidade,norte,3,3E,T3,135.2,148.53,Filipa Ribeiro Rocha,259922147,2008-02-10,188023.64,Vazia
FR1397,Residencial Atlântico,B,6,6F,T3,121.5,148.03,Paulo Reis Neves,210670522,2013-12-06,206340.75,Arrendada
FR0303,vila verde,A,1,1F,T4,154.9,122.02,Paula Pereira Coelho,168320187,2016-07-24,206580.52,Ocupada
FR1299,Jardins da Cidade,Sul,6,6C,T1,65.2,78.17,Tiago Ferreira Simões,275294089,2016-04-10,125442.83,Ocupada
FR2405,Residencial Atlântico,A,6,6D,T2,92.5,111.14,Mónica Reis Vieira,155737583,2008-11-09,94565.54,Vazia
FR0128,Vila Verde,A,2,2F,T2,91.9,68.97,Pedro Coelho Antunes,268174788,06/02/2009,121085.17,Arrendada
FR1887,Jardins da Cidade,norte,2,2F,T3,130.6,148.61,Rita Raposo Alves,160997853,2010-04-14,155132.52,Ocupada
FR2027,Residencial Atlântico,A,-1,G70,Garagem,77.1,78.59,Teresa Almeida Marques,296798124,2011-05-12,70874.53,Ocupada
FR2376,Vila Verde,a,1,1B,T3,135.6,108.58,Filipa Teixeira Gonçalves,170836955,2024-06-14,436916.05,Ocupada
FR2293,Jardins da Cidade,Norte,4,4F,T2,78.3,81.8,Alexandra Carvalho Machado,298287020,2019-07-27,78456.38,Ocupada
FR1837,Vila Verde,A,2,2F,T3,129.4,90.93,Maria Soares Neves,292130363,2023/05/03,277817.39,Vazia
FR0695,Residencial Atlântico,c,2,2B,T1,63.1,79.85,Gonçalo Soares Teixeira,274647377,2025-07-03,152750.73,Arrendada
FR0290,Condomínio Central,B,8,8F,T3,102.4,155.19,Tiago Ramos Raposo,173966797,2024-06-28,236039.98,Vazia
FR0935,Jardins da Cidade,norte,3,3B,T2,86.2,94.5,Paula Ribeiro Martins,245578000,2014-06-17,76754.07,Vazia
FR0362,Condomínio Central,C,1,1C,T2,87.3,131.98,António Marques Lopes,176749785,29/04/2020,179991.75,Em obras
FR1143,Jardins da Cidade,Sul,2,2F,T2,96.9,109.04,Vasco Reis Reis,282684952,2023/12/28,141316.0,Em obras
FR0789,Residencial Atlântico,B,1,1C,T3,116.8,142.0,José Coelho Rocha,254406372,2007-10-27,124742.75,Ocupada
FR0289,Vila Verde,A,-1,G66,Garagem,73.7,58.53,Rita Rodrigues Raposo,279903959,2019-07-04,94177.98,Arrendada
FR1048,Condomínio Central,C,3,3C,T2,73.3,113.21,Helena Fernandes Coelho,297067762,2014-07-14,122432.37,Vazia
FR1546,Jardins da Cidade,norte,6,6F,T2,71.7,82.34,Rui Sousa Moreira,142114522,2018-10-21,99635.47,
FR0205,Quinta das Palmeiras,B,4,4D,T3,120.4,121.44,Teresa Moreira Costa,117027660,2007-08-11,106767.83,Arrendada
FR2041,Residencial Atlântico,C,6,6B,T4,165.3,193.88,Mónica Mendes Matos,290946009,2018-07-10,224246.19,Arrendada
FR1829,Condomínio Central,A,2,2C,T0,35.4,48.6,Tiago Ribeiro Gonçalves,149215975,2020-12-19,56983.85,Arrendada
FR2017,Residencial Atlântico,C,1,1C,T2,,103.72,Pedro Pinto Antunes,223379353,2009-05-25,75614.29,Arrendada
FR2158,Condomínio Central,C,9,9D,T-3,127.9,192.12,Inês Fernandes Almeida,83192710,2005/12/17,135171.91,Vazia
FR0125,Jardins da Cidade,Sul,-1,G25,Garagem,93.1,105.28,Mariana Costa Antunes,149382235,2021-10-06,170701.76,Ocupada
FR0605,Vila Verde,A,4,4A,T2,99.9,81.92,Marta Gonçalves Pires,230078151,2011-01-02,111818.51,Vazia
FR0708,Torres do Sol,Torre 1,3,3D,T3,116.3,213.05,Rosa Simões Costa,288712249,2024-09-04,187637.96,Arrendada
FR0053,Jardins da Cidade,Sul,3,3F,T2,93.8,102.89,Helena Ribeiro Simões,186536087,2010-12-07,130664.41,Arrendada
FR2421,Vila Verde,a,-1,G86,Garagem,81.1,70.51,Teresa Oliveira Sousa,223986576,2015-02-20,115938.53,Em obras
FR2227,Condomínio Central,C,2,2A,T1,60.0,92.6,Isabel Rodrigues Antunes,247136381,2022-11-29,124604.76,
FR1895,Residencial Atlântico,B,1,1C,T2,73.2,84.8,Raquel Machado Neves,293558091,2013-02-22,98774.72,Ocupada
FR0884,Quinta das Palmeiras,B,6,6C,T0,30.6,25.18,PAULA GONÇALVES MARTINS,222984607,2016-06-28,,Arrendada
FR1622,Jardins da Cidade,Norte,-1,G65,Garagem,84.4,96.72,João Marques Santos,128146640,2022-04-24,128766.86,Em obras
FR0725,Residencial Atlântico,C,8,8A,T3,133.6,164.33,Hugo Correia Lopes,152553542,2023-09-01,312669.44,Ocupada
FR1457,Condomínio Central,C,-1,G7,Garagem,74.4,105.68,Fernando  Neves  Antunes,124920481,2018-08-19,139174.28,Ocupada
FR1943,Residencial Atlântico,B,3,3C,T3,121.9,154.79,Vítor Sousa Vieira,201634331,24/11/2012,191415.95,Vazia
FR0208,Torres do Sol,Torre1,7,7E,T3,132.4,236.43,Francisco Sousa Costa,201893040,2016-02-26,224189.07,Em obras
FR0551,Vila Verde,a,4,4B,T3,122.3,104.58,Inês Machado Pires,135507681,2018-11-16,221893.64,Arrendada
FR1818,Condomínio Central,A,0,0F,T2,92.4,136.07,Fernando Silva Rodrigues,242406017,2014-11-30,169929.23,Vazia
FR0730,Torres do Sol,Torre 1,10,10F,T1,61.5,117.58,Joana Soares Monteiro,292526849,2022-10-23,158739.34,Arrendada
FR0281,Torres do Sol,Torre1,0,Loja A,Loja,70.7,128.74,Teresa Sousa Teixeira,101318682,2025-02-28,86349.06,Arrendada
FR2335,Jardins da Cidade,Sul,2,2E,T2,70.8,72.56,Pedro Monteiro Jesus,221355340,2018-04-06,145825.6,Ocupada
FR1854,Jardins da Cidade,Norte,4,4C,T3,129.0,136.61,Catarina Rocha Mendes,193019818,2009-09-24,157231.72,Ocupada
FR0164,Condomínio Central,C,10,10A,T3,116.9,178.25,Hugo Alves Ferreira,292094690,2025-02-01,384507.49,Ocupada
FR1381,Condomínio Central,C,-1,G33,Garagem,84.0,118.54,Paula Coelho Martins,237675702,2009-07-24,89745.84,Ocupada
FR0516,Residencial Atlântico,c,1,1B,T2,89.5,112.59,Hugo Pires Santos,272224413,2025-01-08,204615.31,Arrendada
FR1558,Residencial Atlântico,B,5,5F,T2,93.8,117.04,Teresa Matos Mendes,185780352,2008-11-07,91296.95,Arrendada
FR1403,Condomínio Central,C,2,2C,T3,103.2,147.04,Miguel Pires Jesus,184940355,2006-11-23,103481.89,Ocupada
FR1336,Torres do Sol,Torre 1,5,5A,T3,105.2,181.6,  Maria Cunha Teixeira  ,288365798,2024-12-06,126427.43,Ocupada
FR1193,Quinta das Palmeiras,b,4,4D,T2,84.8,80.38,Marta Raposo Pinto,116249048,2012-01-20,63069.18,Arrendada
FR1794,Vila Verde,a,3,3C,T2,81.2,58.54,Bruno Coelho Rodrigues,212353693,2019-04-07,,
FR2340,Jardins da Cidade,Norte,1,1C,T3,112.2,129.39,Diogo Lopes Machado,148581641,2019-03-30,95459.08,Ocupada
FR0818,Vila Verde,A,4,4B,T2,94.3,84.69,Rosa Mendes Cunha,124917671,2005-11-07,117168.0,ocupada
FR2357,Torres do Sol,Torre 2,9,9C,T2,74.7,141.67,José Carvalho Alves,218506612,2006-08-03,64481.02,Arrendada
FR1865,Residencial Atlântico,B,2,2E,T4,182.3,216.6,Manuel Ribeiro Cunha,175775890,29/04/2021,254754.28,Ocupada
FR1411,Quinta das Palmeiras,A,3,3B,T3,105.2,110.85,Luis Fonseca Fonseca,151220518,2014.09.08,116652.73,Arrendada
FR1277,Quinta das Palmeiras,b,-1,G57,Garagem,88.4,91.21,Rosa Carvalho Monteiro,223161626,2019-03-16,182884.99,Arrendada
FR1705,Condomínio Central,B,4,4F,T2,95.1,148.75,Sofia Raposo Oliveira,134829369,2008-08-12,106263.0,Arrendada
FR1725,Residencial Atlântico,C,1,1E,T2,77.1,89.76,Paula Ribeiro Reis,126519016,2010-12-27,92606.19,Ocupada
FR1593,Torres do Sol,Torre1,6,6D,T2,84.2,154.87,Rui Jesus Monteiro,222995469,,52668.25,ocupada
FR2365,Vila Verde,A,0,Loja B,Loja,96.4,74.82,Nuno Almeida Correia,263046243,2011-08-18,110202.64,Ocupada
FR0824,Quinta das Palmeiras,A,-1,G23,Garagem,81.7,87.4,Luis Cardoso Lopes,223392561,2007-05-01,70753.05,Ocupada
FR0427,Jardins da Cidade,Sul,1,1A,T3,107.2,111.87,Alexandra Ribeiro Antunes,121998095,2011-07-18,138420.48,Arrendada
FR0880,Torres do Sol,Torre 2,10,10E,T3,135.6,250.57,Vítor Oliveira Cunha,223553208,2024-11-22,349707.3,Arrendada
FR0121,Jardins da Cidade,Norte,7,7A,T2,83.7,88.69,Isabel Teixeira Martins,188785212,2011-12-14,156332.68,Ocupada
FR2317,Torres do Sol,Torre 2,4,4D,T1,54.2,107.71,Ricardo Martins Pires,101670240,2012-06-17,52539.88,Arrendada
FR1005,Vila Verde,a,4,4E,T2,77.3,59.52,Carla Neves Raposo,234866185,2010-07-18,103231.89,Arrendada
FR0583,Vila Verde,A,-1,G10,Garagem,79.8,60.55,Inês Moreira Carvalho,201171748,2020-03-13,141903.49,Vazia
FR0999,Condomínio Central,A,0,0B,T2,87.9,132.27,José Coelho Neves,111425930,2011-12-29,104519.95,Vazia
FR1486,Jardins da Cidade,Norte,6,6C,T0,34.4,26.37,Pedro Neves Rodrigues,222989265,2023-10-20,91324.89,Ocupada
FR0501,Vila Verde,a,1,1B,T4,182.9,147.34,Hugo Soares Silva,285904040,2015-04-18,237086.35,Ocupada
FR2262,Residencial Atlântico,B,3,3C,T2,90.0,104.78,Helena Antunes Rodrigues,289467129,2007-10-17,126451.85,Arrendada
FR1214,Vila Verde,a,2,2D,T2,82.6,65.73,Alexandra Fonseca Antunes,166704469,2023-06-27,127973.58,Ocupada
FR2092,Torres do Sol,Torre 1,1,1F,T0,41.1,75.36,Alexandra Raposo Almeida,220640196,2007-11-24,56575.53,Arrendada
FR1327,Torres do Sol,Torre 1,5,5E,T3,105.9,186.8,Rita Santos Martins,174871859,21/04/2023,160558.14,Ocupada
FR2291,Quinta das Palmeiras,B,0,G84,Garagem,96.8,101.56,João Fonseca Monteiro,114703152,2006-11-18,91242.56,Em obras
FR2273,Condomínio Central,B,9,9B,T1,68.8,106.4,Jorge Rodrigues Ferreira,214297055,2015-08-24,84934.94,Ocupada
FR1549,Condomínio Central,C,9,9A,T2,78.6,114.8,Marco Almeida Fernandes,274035388,2021-04-22,167283.53,Vazia
FR1094,Quinta das Palmeiras,b,2,2B,T2,73.7,73.59,Paulo Reis Neves,194249413,2020-12-14,175935.58,Ocupada
FR0686,Residencial Atlântico,c,2,2C,T2,,90.46,Filipa Ferreira Teixeira,261960904,,134488.78,OCUPADA
FR0084,Residencial Atlântico,C,3,3D,T2,74.0,96.87,Isabel Nunes Almeida,277352833,2022-04-18,94990.02,Ocupada
FR2478,Jardins da Cidade,Norte,4,4E,T3,123.2,140.85,Carlos Rodrigues Lopes,250695329,2012-01-26,144109.23,Ocupada
FR1009,Quinta das Palmeiras,A,-1,G96,Garagem,94.0,94.66,Mariana Fonseca Matos,209100007,2023-11-15,153299.0,Vazia
FR0702,Quinta das Palmeiras,A,2,2F,T2,95.8,101.97,Patrícia Coelho Neves,156018976,2021-06-27,219370.95,Arrendada
FR1284,Residencial Atlântico,C,-1,G84,Garagem,80.7,100.14,Inês Martins Sousa,283011518,2024-12-09,135663.2,Ocupada
FR1536,Vila Verde,a,0,G50,Garagem,79.6,62.24,Filipa Vieira Mendes,33209344,2017-07-06,183036.3,Arrendada
FR0478,Vila Verde,A,1,1D,T2,82.5,67.45,Patrícia Rocha Sousa,240476447,2009-07-04,80011.52,Arrendada
FR0109,Torres do Sol,Torre 2,5,5C,T1,54.9,107.65,Cristina Monteiro Nunes,107075740,2012-11-29,61919.6,Ocupada
FR0103,Jardins da Cidade,Sul,1,1C,T2,76.7,78.99,Ricardo Neves Soares,296613573,2010-10-15,65583.53,Ocupada
FR2308,Condomínio Central,A,5,5F,T1,63.0,99.56,Beatriz Machado Ramos,131344059,2024-07-04,155283.21,Vazia
FR1805,Vila Verde,A,2,2D,T3,118.3,85.52,  Mónica Pereira Moreira  ,299219574,2008-09-27,153765.72,Ocupada
FR0900,Quinta das Palmeiras,b,5,5D,T1,45.6,45.35,Rosa Cardoso Marques,223805794,2006-12-02,40060.41,Ocupada
FR0190,Residencial Atlântico,C,5,5B,t0,36.3,48.66,Cristina Monteiro Simões,117740651,2012-12-15,49501.21,Vazia
FR1175,Condomínio Central,A,2,2B,T1,61.7,90.53,Daniela Santos Sousa,166981315,2010-04-03,37130.91,Ocupada
FR0580,Torres do Sol,Torre1,0,Loja D,Loja,81.6,147.03,Patrícia Cardoso Martins,208734639,2010-02-18,82926.65,Arrendada
FR1561,Quinta das Palmeiras,A,6,6F,T3,115.5,113.66,Isabel Rocha Martins,264267876,2015-06-30,236413.72,Ocupada
FR1677,Vila Verde,a,2,2C,T1,51.8,34.05,Rosa Marques Fernandes,120965903,2015-03-02,68651.21,Vazia
FR0416,Vila Verde,A,4,4F,T2,94.1,77.64,Ricardo Jesus Cruz,111614090,2010-04-09,138684.59,Em obras
FR0074,Condomínio Central,C,3,3D,T1,62.8,88.04,Jorge Fonseca Alves,293579374,2012-01-28,67238.99,Ocupada
FR0918,Jardins da Cidade,Sul,-1,G93,Garagem,95.3,103.9,Marta Cardoso Costa,103723702,2015-05-25,127832.58,Ocupada
FR1294,Jardins da Cidade,Norte,6,6E,T2,89.2,94.38,Manuel Lopes Vieira,265974510,2010.01.24,92150.21,Ocupada
FR0699,Residencial Atlântico,C,2,2D,T-3,116.5,145.82,José Cunha Gomes,244727433,2018-02-26,237027.83,Ocupada
FR0237,Torres do Sol,Torre1,5,5E,T4,183.2,332.67,Vítor Costa Rocha,201278315,2012-07-21,222842.92,Arrendada
FR2416,Jardins da Cidade,Norte,1,1F,T1,64.8,75.05,Carlos Oliveira Cardoso,254786608,18/12/2023,110339.8,Ocupada
FR2497,Residencial Atlântico,A,-1,G8,Garagem,98.1,116.03,Beatriz Rocha Cunha,266397777,2017-04-02,118255.76,Ocupada
FR1080,Torres do Sol,Torre 1,6,6B,T3,104.2,187.92,Alexandra Neves Pereira,200158179,2023-10-12,201800.49,Ocupada
FR1603,Quinta das Palmeiras,A,3,3B,T1,60.1,59.79,António Pires Cruz,182815510,2013-02-19,83845.48,Ocupada
FR0361,Condomínio Central,D,4,4D,T4,195.9,295.61,Mariana Reis Neves,265980454,2023-12-05,391648.19,Ocupada
FR0351,Torres do Sol,Torre1,1,1C,T1,66.7,125.24,Paulo Antunes Lopes,141738241,2021-09-18,147070.03,Vazia
FR1015,Torres do Sol,Torre 1,12,12B,T-2,,148.92,Hugo Costa Teixeira,108798549,,75222.91,Ocupada
FR0008,Condomínio Central,A,4,4F,T3,121.1,187.83,Ana Mendes Almeida,120976569,2017-09-14,171582.75,Ocupada
FR1956,Torres do Sol,Torre 2,10,10B,T2,,147.98,Filipa Costa Rodrigues,113213204,2025-08-07,131635.84,Arrendada
FR2169,Quinta das Palmeiras,b,5,5D,T1,66.3,70.59,Isabel Gonçalves Reis,170554427,2006-07-07,59269.68,Ocupada
FR1154,Residencial Atlântico,C,3,3A,T0,35.1,38.0,Diogo Gonçalves Fernandes,263281718,2009-02-08,37864.72,Ocupada
FR1752,Jardins da Cidade,norte,1,1C,T2,99.4,116.28,Rui Cunha Matos,251251750,2009/05/03,113621.18,Ocupada
FR2443,Quinta das Palmeiras,b,4,4C,T3,139.6,144.73,António Ferreira Ferreira,217535585,2013/03/28,194979.61,Ocupada
FR0963,Condomínio Central,D,-1,G16,Garagem,99.4,153.49,Helena Santos Jesus,194825426,2018-10-03,122050.56,Ocupada
FR2356,Condomínio Central,B,9,9C,T2,98.2,148.4,André Neves Rodrigues,149323396,2007-08-14,70432.21,Arrendada
FR0136,Torres do Sol,Torre 2,-1,G49,Garagem,76.0,141.07,Sara Vieira Ramos,293036529,2017-04-14,113336.67,Ocupada
FR1354,Residencial Atlântico,A,-1,G97,Garagem,95.5,0.0,Ana Oliveira Pires,175539523,2014-12-05,197577.9,Arrendada
FR1276,Torres do Sol,Torre1,12,12E,T0,44.9,83.4,Catarina Ribeiro Cunha,207301665,2005-12-22,34075.06,Arrendada
FR0110,Vila Verde,A,0,0B,T3,100.5,83.59,Rui Coelho Reis,203912383,2016-05-27,168517.48,Arrendada
FR1911,Vila Verde,A,4,4D,T2,89.0,74.52,Nuno Lopes Machado,297941615,2015-11-09,197654.79,Ocupada
FR2140,Jardins da Cidade,norte,1,1C,T1,49.5,55.37,Vasco Monteiro Costa,169209367,2018-02-27,63818.94,Arrendada
FR0184,Jardins da Cidade,Sul,1,1C,T0,37.7,37.55,Paula Oliveira Raposo,222123143,2024-08-12,76181.68,Ocupada
FR2420,Quinta das Palmeiras,B,-1,G88,Garagem,75.8,81.5,Pedro Martins Costa,273592807,2008-05-08,64752.56,Ocupada
FR0871,Residencial Atlântico,A,7,7E,T2,77.5,87.27,Maria Rocha Rocha,221858901,2007-05-05,61438.07,Arrendada
FR0011,Torres do Sol,Torre 1,4,4E,T3,137.2,252.47,Ricardo Oliveira Moreira,152660133,2020-08-24,316900.63,em obras
FR2397,Quinta das Palmeiras,b,6,6A,T2,84.3,79.63,Filipa Ferreira Moreira,230915592,2011-04-16,48243.52,Vazia
FR0913,Jardins da Cidade,Norte,3,3C,T3,122.4,132.96,Filipa Antunes Sousa,157248543,,156441.9,Vazia
FR2417,Residencial Atlântico,c,0,0F,T0,31.9,46.84,Paulo Rocha Rodrigues,235200820,2018-11-28,37015.99,Vazia
FR1337,Condomínio Central,A,8,8D,T3,121.6,182.04,Diogo Santos Nunes,184448246,2009-01-04,167750.91,Ocupada
FR1134,Torres do Sol,Torre 2,7,7B,T1,67.4,121.64,Nuno Raposo Cunha,133365732,24/02/2012,81087.36,Em obras
FR2454,Condomínio Central,B,5,5E,T3,115.1,175.71,Sofia Santos Teixeira,160802606,2007-04-14,153830.25,Arrendada
FR2216,Quinta das Palmeiras,b,0,Loja C,Loja,81.6,73.16,Nuno Simões Fonseca,121763177,2024-11-12,154976.67,Ocupada
FR1755,Residencial Atlântico,C,7,7A,T2,80.6,100.94,Filipa Pinto Rocha,199085941,2016-08-13,144429.79,Arrendada
FR1361,Residencial Atlântico,B,5,5E,T2,81.9,101.3,Vasco Sousa Simões,158760274,2023/12/02,182174.47,Ocupada
FR0858,Residencial Atlântico,A,7,7B,T2,87.6,103.4,Ricardo Antunes Vieira,212179987,2017-03-23,131763.86,Ocupada
FR0984,Condomínio Central,A,6,6C,T3,117.7,179.06,Rui Carvalho Sousa,101943168,2019-12-30,214607.07,Vazia
FR0992,Torres do Sol,Torre1,3,3C,T1,45.7,81.94,João Cruz Cunha,236308734,2017-10-18,65012.6,Ocupada
FR1685,Vila Verde,a,-1,G96,Garagem,90.1,80.91,Jorge Rocha Oliveira,218531055,2015-05-05,137763.78,Em obras
FR2265,Condomínio Central,B,1,1F,T1,51.4,79.94,Manuel Cunha Fonseca,114167696,2022-09-17,,Arrendada
FR0333,Residencial Atlântico,B,2,2E,T2,79.4,94.97,Fernando Jesus Simões,240097262,2014-05-23,145404.84,Ocupada
FR0002,Residencial Atlântico,A,7,7E,T1,56.1,58.59,Joana Pinto Simões,139257710,2007-04-21,57330.55,Ocupada
FR0465,Condomínio Central,C,0,0A,T1,62.7,99.05,Diogo Antunes Monteiro,287600779,2022-07-05,101836.73,Em obras
FR0490,Condomínio Central,A,1,1E,T1,54.8,88.95,Tiago Cruz Martins,117600380,2023-01-21,126350.62,Arrendada
FR0069,Torres do Sol,Torre1,9,9F,T3,116.7,213.56,Marco Matos Carvalho,124418617,2023-11-23,266214.63,Ocupada
FR0959,Quinta das Palmeiras,A,5,5F,T2,74.1,83.47,Daniela Sousa Moreira,176814385,,148654.81,Ocupada
FR1043,Condomínio Central,C,10,10A,T1,67.1,97.16,Rui Fonseca Simões,177669028,2014-08-22,72927.13,Ocupada
FR1759,Condomínio Central,B,10,10C,T2,96.2,140.59,Isabel Teixeira Cunha,262973028,2006-01-10,104373.54,Vazia
FR0509,Torres do Sol,Torre1,7,7C,T2,90.3,159.21,Luis Alves Neves,184533708,2007-06-18,82244.25,Arrendada
FR0746,Torres do Sol,Torre 2,11,11C,T1,61.6,119.34,Manuel Fonseca Costa,156437706,2018-07-16,124030.07,Arrendada
FR0199,Vila Verde,a,4,4F,T2,99.0,84.78,Sara Ferreira Soares,262114033,2008-02-18,84511.33,OCUPADA
FR0477,Condomínio Central,C,10,10E,T1,49.3,71.94,Ricardo Ribeiro Matos,138605539,2013-04-02,55882.73,Ocupada
FR0113,Condomínio Central,A,10,10B,T2,99.6,142.12,Ricardo Ramos Nunes,114219272,2006-01-20,75063.1,Arrendada
FR2182,Quinta das Palmeiras,B,2,2B,T3,139.0,144.91,Pedro Almeida Fonseca,265129518,2021-05-12,227294.78,Ocupada
FR1502,Quinta das Palmeiras,b,5,5D,T1,54.2,55.14,Daniela Gomes Cunha,216928667,2007-05-08,80912.35,Arrendada
FR0697,Vila Verde,A,-1,G80,Garagem,84.1,64.6,Jorge Pinto Almeida,172577655,2019-02-10,135719.47,Ocupada
FR1423,Vila Verde,A,2,2A,T3,115.9,93.9,Catarina Raposo Correia,259564017,2023-01-07,215399.73,Ocupada
FR1655,Torres do Sol,Torre 2,11,11C,T 2,77.0,141.14,André Martins Nunes,225301021,2024-08-26,280210.44,Arrendada
FR0275,Residencial Atlântico,A,7,7D,T3,136.0,158.27,Marta Sousa Martins,251527744,2022-12-27,346053.69,Ocupada
FR1719,Torres do Sol,Torre1,9,9D,T2,74.2,128.95,Beatriz Lopes Moreira,170566262,2006-12-26,52736.54,Ocupada
FR0799,Vila Verde,A,4,4C,T0,41.5,36.52,Teresa Oliveira Martins,203582191,2013-12-08,72072.98,Arrendada
FR2278,Jardins da Cidade,Sul,5,5B,T2,86.3,89.89,Marta Gonçalves Coelho,292367290,2015-02-25,112963.38,Ocupada
FR0441,Vila Verde,a,-1,G19,Garagem,92.5,67.05,Francisco Alves Soares,138695796,2019-12-18,114521.55,Ocupada
FR0037,Condomínio Central,A,0,Loja A,Loja,70.4,110.32,João Antunes Correia,276107271,2012-02-12,113420.07,Ocupada
FR2056,Torres do Sol,Torre 2,9,9C,T3,125.4,228.6,Miguel Jesus Gonçalves,157250870,2021-04-26,220070.0,Vazia
FR0734,Torres do Sol,Torre 1,2,2E,T3,123.5,219.6,José Costa Pinto,197089687,2009-08-04,129353.2,Ocupada
FR0126,Jardins da Cidade,Sul,6,6E,T2,85.9,101.33,Bruno Cardoso Simões,127861613,2010-05-05,98661.82,Arrendada
FR1976,Quinta das Palmeiras,A,4,4D,T2,75.3,74.38,Ana Fernandes Ramos,129731227,2010-04-21,59444.7,Ocupada
FR1700,Torres do Sol,Torre1,0,0D,T3,117.1,209.3,Vasco Lopes Silva,233603001,2007-03-30,158096.34,Ocupada
FR0641,Quinta das Palmeiras,B,4,4C,T1,56.0,53.56,Hugo Gonçalves Carvalho,229379938,2008-06-02,69363.16,Ocupada
FR2412,Jardins da Cidade,Sul,6,6A,T2,90.6,96.29,Marco Carvalho Costa,109936057,2016-07-29,178918.75,Ocupada
FR1800,Jardins da Cidade,Sul,5,5D,T1,56.0,71.39,Bruno Simões Pires,275036330,2015-10-05,103766.04,Em obras
FR1128,Torres do Sol,Torre 2,10,10B,T1,54.0,96.18,Inês Ferreira Silva,203691216,2023-06-27,69937.66,Em obras
FR1488,Jardins da Cidade,norte,4,4F,T0,30.3,30.5,Carlos Coelho Antunes,144215525,2018-03-20,45374.57,Vazia
FR2414,Quinta das Palmeiras,b,-1,G77,Garagem,96.2,95.0,Hugo Rocha Ferreira,218557549,2024-01-11,159716.65,Ocupada
FR2209,Condomínio Central,C,3,3E,T2,91.8,132.69,Rui Almeida Vieira,150759601,2013/04/16,107796.57,Ocupada
FR0689,Jardins da Cidade,Sul,6,6E,T2,71.7,80.89,Filipa Fonseca Ferreira,102526825,2007-12-20,70642.64,Arrendada
FR1187,Torres do Sol,Torre 2,-1,G99,Garagem,74.2,127.22,Alexandra Rodrigues Pereira,154227320,2011-07-05,36553.87,Ocupada
FR1641,Quinta das Palmeiras,B,-1,G85,Garagem,97.3,91.68,Diogo Coelho Martins,220763589,2024-07-05,185539.23,Arrendada
FR2387,Torres do Sol,Torre1,12,12D,T2,83.8,161.93,Mónica Lopes Rocha,236145776,2010-07-13,122206.7,Vazia
FR1360,Vila Verde,a,-1,G10,Garagem,90.0,77.2,Jorge Almeida Rocha,222511494,2025-07-09,,Vazia
FR1432,Torres do Sol,Torre1,5,5E,T4,197.9,359.03,Luis Gonçalves Santos,267171784,2024-01-05,427924.39,Vazia
FR2460,Quinta das Palmeiras,B,6,6A,T2,7.8,0.2,Vítor Almeida Coelho,171777118,2013-11-07,6234.9,Ocupada
FR0767,Condomínio Central,D,0,0F,T3,101.1,150.01,Tiago Silva Almeida,270347103,2020-01-05,171644.54,Ocupada
